No.;Time;Source;Destination;Protocol;Length;Info;;;;;;;;;;time 1;time 2;delay;;Delay 2;Delay 3;Jitter
2996;114,548931;10.120.93.121;118.98.113.218;TCP;54;61020  >  443 [ACK] Seq=10060 Ack=1945601 Win=1060 Len=0;;;;;;;;;;114,548931;114,550802;0,001871;;0,001871;0;-0,001871
2997;114,550802;118.98.113.218;10.120.93.121;TLSv1.2;1514;Ignored Unknown Record;;;;;;;;;;114,550802;114,550802;0;;0;0;0
2998;114,550802;118.98.113.218;10.120.93.121;TLSv1.2;1514;Ignored Unknown Record;;;;;;;;;;114,550802;114,550802;0;;0;0;0
2999;114,550802;118.98.113.218;10.120.93.121;TLSv1.2;1514;Ignored Unknown Record;;;;;;;;;;114,550802;114,550802;0;;-0,000145;0,000145;0,00029
3000;114,550802;118.98.113.218;10.120.93.121;TLSv1.2;1514;[TCP Previous segment not captured] , Ignored Unknown Record;;;;;;;;;;114,550802;114,550947;0,000145;;-0,006555;0,0067;0,013255
3001;114,550947;10.120.93.121;118.98.113.218;TCP;66;61020  >  443 [ACK] Seq=10060 Ack=1949981 Win=1060 Len=0 SLE=1951441 SRE=1952901;;;;;;;;;;114,550947;114,557647;0,0067;;0,0067;0;-0,0067
3002;114,557647;118.98.113.218;10.120.93.121;TCP;1514;[TCP Retransmission] 443  >  61020 [ACK] Seq=1949981 Ack=10060 Win=420 Len=1460;;;;;;;;;;114,557647;114,557647;0;;0;0;0
3003;114,557647;118.98.113.218;10.120.93.121;TLSv1.2;1514;[TCP Previous segment not captured] , Ignored Unknown Record;;;;;;;;;;114,557647;114,557647;0;;0;0;0
3004;114,557647;118.98.113.218;10.120.93.121;TCP;1514;[TCP Out-Of-Order] 443  >  61020 [ACK] Seq=1952901 Ack=10060 Win=420 Len=1460;;;;;;;;;;114,557647;114,557647;0;;-0,00014;0,00014;0,00028
3005;114,557647;118.98.113.218;10.120.93.121;TLSv1.2;1514;[TCP Previous segment not captured] , Ignored Unknown Record;;;;;;;;;;114,557647;114,557787;0,00014;;0,000059;8,10E-05;0,000022
3006;114,557787;10.120.93.121;118.98.113.218;TCP;54;61020  >  443 [ACK] Seq=10060 Ack=1952901 Win=1060 Len=0;;;;;;;;;;114,557787;114,557868;8,10E-05;;0,000031;5,00E-05;0,000019
3007;114,557868;10.120.93.121;118.98.113.218;TCP;66;[TCP Dup ACK 3006#1] 61020  >  443 [ACK] Seq=10060 Ack=1952901 Win=1060 Len=0 SLE=1954361 SRE=1955821;;;;;;;;;;114,557868;114,557918;5,00E-05;;0,000006;4,40E-05;0,000038
3008;114,557918;10.120.93.121;118.98.113.218;TCP;54;61020  >  443 [ACK] Seq=10060 Ack=1955821 Win=1060 Len=0;;;;;;;;;;114,557918;114,557962;4,40E-05;;-0,004588;0,004632;0,00922
3009;114,557962;10.120.93.121;118.98.113.218;TCP;66;[TCP Dup ACK 3008#1] 61020  >  443 [ACK] Seq=10060 Ack=1955821 Win=1060 Len=0 SLE=1957281 SRE=1958741;;;;;;;;;;114,557962;114,562594;0,004632;;0,004507;0,000125;-0,004382
3010;114,562594;118.98.113.218;10.120.93.121;TCP;1514;[TCP Retransmission] 443  >  61020 [ACK] Seq=1955821 Ack=10060 Win=420 Len=1460;;;;;;;;;;114,562594;114,562719;0,000125;;-0,004156;0,004281;0,008437
3011;114,562719;10.120.93.121;118.98.113.218;TCP;54;61020  >  443 [ACK] Seq=10060 Ack=1958741 Win=1060 Len=0;;;;;;;;;;114,562719;114,567;0,004281;;0,004281;0;-0,004281
3012;114,567;118.98.113.218;10.120.93.121;TLSv1.2;1514;Ignored Unknown Record;;;;;;;;;;114,567;114,567;0;;0;0;0
3013;114,567;118.98.113.218;10.120.93.121;TLSv1.2;1514;Ignored Unknown Record;;;;;;;;;;114,567;114,567;0;;-0,000133;0,000133;0,000266
3014;114,567;118.98.113.218;10.120.93.121;TLSv1.2;1514;[TCP Previous segment not captured] , Ignored Unknown Record;;;;;;;;;;114,567;114,567133;0,000133;;0,000009;0,000124;0,000115
3015;114,567133;10.120.93.121;118.98.113.218;TCP;66;61020  >  443 [ACK] Seq=10060 Ack=1961661 Win=1060 Len=0 SLE=1963121 SRE=1964581;;;;;;;;;;114,567133;114,567257;0,000124;;0,000086;3,80E-05;-0,000048
3016;114,567257;118.98.113.218;10.120.93.121;TCP;1514;[TCP Out-Of-Order] 443  >  61020 [ACK] Seq=1961661 Ack=10060 Win=420 Len=1460;;;;;;;;;;114,567257;114,567295;3,80E-05;;-0,002887;0,002925;0,005812
3017;114,567295;10.120.93.121;118.98.113.218;TCP;54;61020  >  443 [ACK] Seq=10060 Ack=1964581 Win=1060 Len=0;;;;;;;;;;114,567295;114,57022;0,002925;;-0,004933;0,007858;0,012791
3018;114,57022;10.120.93.121;199.232.46.248;TCP;55;[TCP Keep-Alive] 60953  >  443 [ACK] Seq=1 Ack=1 Win=256 Len=1;;;;;;;;;;114,57022;114,578078;0,007858;;0,007858;0;-0,007858
3019;114,578078;118.98.113.218;10.120.93.121;TLSv1.2;1514;[TCP Previous segment not captured] , Ignored Unknown Record;;;;;;;;;;114,578078;114,578078;0;;0;0;0
3020;114,578078;118.98.113.218;10.120.93.121;TCP;1514;[TCP Out-Of-Order] 443  >  61020 [ACK] Seq=1964581 Ack=10060 Win=420 Len=1460;;;;;;;;;;114,578078;114,578078;0;;-0,000121;0,000121;0,000242
3021;114,578078;118.98.113.218;10.120.93.121;TLSv1.2;1514;Ignored Unknown Record;;;;;;;;;;114,578078;114,578199;0,000121;;0,000022;9,90E-05;0,000077
3022;114,578199;10.120.93.121;118.98.113.218;TCP;66;[TCP Dup ACK 3017#1] 61020  >  443 [ACK] Seq=10060 Ack=1964581 Win=1060 Len=0 SLE=1966041 SRE=1967501;;;;;;;;;;114,578199;114,578298;9,90E-05;;0,000052;4,70E-05;-0,000005
3023;114,578298;10.120.93.121;118.98.113.218;TCP;54;61020  >  443 [ACK] Seq=10060 Ack=1967501 Win=1060 Len=0;;;;;;;;;;114,578298;114,578345;4,70E-05;;-0,000089;0,000136;0,000225
3024;114,578345;10.120.93.121;118.98.113.218;TCP;54;61020  >  443 [ACK] Seq=10060 Ack=1968961 Win=1060 Len=0;;;;;;;;;;114,578345;114,578481;0,000136;;0,000136;0;-0,000136
3025;114,578481;118.98.113.218;10.120.93.121;TLSv1.2;1514;Ignored Unknown Record;;;;;;;;;;114,578481;114,578481;0;;0;0;0
3026;114,578481;118.98.113.218;10.120.93.121;TLSv1.2;1514;Ignored Unknown Record;;;;;;;;;;114,578481;114,578481;0;;-0,000052;5,20E-05;0,000104
3027;114,578481;118.98.113.218;10.120.93.121;TLSv1.2;1514;Ignored Unknown Record;;;;;;;;;;114,578481;114,578533;5,20E-05;;-0,000049;0,000101;0,00015
3028;114,578533;10.120.93.121;118.98.113.218;TCP;54;61020  >  443 [ACK] Seq=10060 Ack=1973341 Win=1060 Len=0;;;;;;;;;;114,578533;114,578634;0,000101;;0,000101;0;-0,000101
3029;114,578634;118.98.113.218;10.120.93.121;TLSv1.2;1514;Ignored Unknown Record;;;;;;;;;;114,578634;114,578634;0;;0;0;0
3030;114,578634;118.98.113.218;10.120.93.121;TLSv1.2;1514;Ignored Unknown Record;;;;;;;;;;114,578634;114,578634;0;;0;0;0
3031;114,578634;118.98.113.218;10.120.93.121;TLSv1.2;1514;Ignored Unknown Record;;;;;;;;;;114,578634;114,578634;0;;-0,000064;6,40E-05;0,000128
3032;114,578634;118.98.113.218;10.120.93.121;TLSv1.2;1514;Ignored Unknown Record;;;;;;;;;;114,578634;114,578698;6,40E-05;;-0,000224;0,000288;0,000512
3033;114,578698;10.120.93.121;118.98.113.218;TCP;54;61020  >  443 [ACK] Seq=10060 Ack=1979181 Win=1060 Len=0;;;;;;;;;;114,578698;114,578986;0,000288;;0,000238;5,00E-05;-0,000188
3034;114,578986;118.98.113.218;10.120.93.121;TLSv1.2;1514;Ignored Unknown Record;;;;;;;;;;114,578986;114,579036;5,00E-05;;-0,008688;0,008738;0,017426
3035;114,579036;10.120.93.121;118.98.113.218;TCP;54;61020  >  443 [ACK] Seq=10060 Ack=1980641 Win=1060 Len=0;;;;;;;;;;114,579036;114,587774;0,008738;;0,008738;0;-0,008738
3036;114,587774;118.98.113.218;10.120.93.121;TLSv1.2;1514;Ignored Unknown Record;;;;;;;;;;114,587774;114,587774;0;;0;0;0
3037;114,587774;118.98.113.218;10.120.93.121;TLSv1.2;1514;Ignored Unknown Record;;;;;;;;;;114,587774;114,587774;0;;-0,000138;0,000138;0,000276
3038;114,587774;118.98.113.218;10.120.93.121;TLSv1.2;1514;Ignored Unknown Record;;;;;;;;;;114,587774;114,587912;0,000138;;-0,000073;0,000211;0,000284
3039;114,587912;10.120.93.121;118.98.113.218;TCP;54;61020  >  443 [ACK] Seq=10060 Ack=1985021 Win=1060 Len=0;;;;;;;;;;114,587912;114,588123;0,000211;;0,000211;0;-0,000211
3040;114,588123;118.98.113.218;10.120.93.121;TLSv1.2;1514;Ignored Unknown Record;;;;;;;;;;114,588123;114,588123;0;;-0,000044;4,40E-05;0,000088
3041;114,588123;118.98.113.218;10.120.93.121;TCP;1514;443  >  61020 [ACK] Seq=1986481 Ack=10060 Win=420 Len=1460 [TCP segment of a reassembled PDU];;;;;;;;;;114,588123;114,588167;4,40E-05;;-0,000077;0,000121;0,000198
3042;114,588167;10.120.93.121;118.98.113.218;TCP;54;61020  >  443 [ACK] Seq=10060 Ack=1987941 Win=1060 Len=0;;;;;;;;;;114,588167;114,588288;0,000121;;0,000121;0;-0,000121
3043;114,588288;118.98.113.218;10.120.93.121;TCP;1514;[TCP Previous segment not captured] 443  >  61020 [ACK] Seq=1989401 Ack=10060 Win=420 Len=1460 [TCP segment of a reassembled PDU];;;;;;;;;;114,588288;114,588288;0;;0;0;0
3044;114,588288;118.98.113.218;10.120.93.121;TCP;1514;[TCP Out-Of-Order] 443  >  61020 [ACK] Seq=1987941 Ack=10060 Win=420 Len=1460 [TCP segment of a reassembled PDU];;;;;;;;;;114,588288;114,588288;0;;0;0;0
3045;114,588288;118.98.113.218;10.120.93.121;TCP;1514;443  >  61020 [ACK] Seq=1990861 Ack=10060 Win=420 Len=1460 [TCP segment of a reassembled PDU];;;;;;;;;;114,588288;114,588288;0;;-0,000063;6,30E-05;0,000126
3046;114,588288;118.98.113.218;10.120.93.121;TCP;1514;443  >  61020 [ACK] Seq=1992321 Ack=10060 Win=420 Len=1460 [TCP segment of a reassembled PDU];;;;;;;;;;114,588288;114,588351;6,30E-05;;0,000006;5,70E-05;0,000051
3047;114,588351;10.120.93.121;118.98.113.218;TCP;66;[TCP Dup ACK 3042#1] 61020  >  443 [ACK] Seq=10060 Ack=1987941 Win=1060 Len=0 SLE=1989401 SRE=1990861;;;;;;;;;;114,588351;114,588408;5,70E-05;;0,000007;5,00E-05;0,000043
3048;114,588408;10.120.93.121;118.98.113.218;TCP;54;61020  >  443 [ACK] Seq=10060 Ack=1990861 Win=1060 Len=0;;;;;;;;;;114,588408;114,588458;5,00E-05;;-0,000049;9,90E-05;0,000148
3049;114,588458;10.120.93.121;118.98.113.218;TCP;54;61020  >  443 [ACK] Seq=10060 Ack=1993781 Win=1060 Len=0;;;;;;;;;;114,588458;114,588557;9,90E-05;;0,000065;3,40E-05;-0,000031
3050;114,588557;118.98.113.218;10.120.93.121;TCP;836;[TCP Previous segment not captured] 443  >  61020 [PSH, ACK] Seq=1995241 Ack=10060 Win=420 Len=782 [TCP segment of a reassembled PDU];;;;;;;;;;114,588557;114,588591;3,40E-05;;-0,000074;0,000108;0,000182
3051;114,588591;10.120.93.121;118.98.113.218;TCP;66;[TCP Dup ACK 3049#1] 61020  >  443 [ACK] Seq=10060 Ack=1993781 Win=1060 Len=0 SLE=1995241 SRE=1996023;;;;;;;;;;114,588591;114,588699;0,000108;;-0,000015;0,000123;0,000138
3052;114,588699;118.98.113.218;10.120.93.121;TCP;1514;[TCP Out-Of-Order] 443  >  61020 [ACK] Seq=1993781 Ack=10060 Win=420 Len=1460 [TCP segment of a reassembled PDU];;;;;;;;;;114,588699;114,588822;0,000123;;-0,004096;0,004219;0,008315
3053;114,588822;10.120.93.121;118.98.113.218;TCP;54;61020  >  443 [ACK] Seq=10060 Ack=1996023 Win=1060 Len=0;;;;;;;;;;114,588822;114,593041;0,004219;;-0,614464;0,618683;1,233147
3054;114,593041;199.232.46.248;10.120.93.121;TCP;66;[TCP Keep-Alive ACK] 443  >  60953 [ACK] Seq=1 Ack=2 Win=296 Len=0 SLE=1 SRE=2;;;;;;;;;;114,593041;115,211724;0,618683;;0,578521;0,040162;-0,538359
3055;115,211724;10.120.93.121;35.186.224.13;TCP;55;[TCP Keep-Alive] 60932  >  443 [ACK] Seq=621 Ack=3918 Win=253 Len=1;;;;;;;;;;115,211724;115,251886;0,040162;;-1,284954;1,325116;2,61007
3056;115,251886;35.186.224.13;10.120.93.121;TCP;66;[TCP Keep-Alive ACK] 443  >  60932 [ACK] Seq=3918 Ack=622 Win=1603 Len=0 SLE=621 SRE=622;;;;;;;;;;115,251886;116,577002;1,325116;;1,318865;0,006251;-1,312614
3057;116,577002;172.217.194.94;10.120.93.121;TLSv1.2;127;Application Data;;;;;;;;;;116,577002;116,583253;0,006251;;-0,022875;0,029126;0,052001
3058;116,583253;10.120.93.121;172.217.194.94;TCP;54;60929  >  443 [FIN, ACK] Seq=2 Ack=74 Win=252 Len=0;;;;;;;;;;116,583253;116,612379;0,029126;;0,029006;0,00012;-0,028886
3059;116,612379;172.217.194.94;10.120.93.121;TCP;60;443  >  60929 [FIN, ACK] Seq=74 Ack=3 Win=265 Len=0;;;;;;;;;;116,612379;116,612499;0,00012;;-0,801416;0,801536;1,602952
3060;116,612499;10.120.93.121;172.217.194.94;TCP;54;60929  >  443 [ACK] Seq=3 Ack=75 Win=252 Len=0;;;;;;;;;;116,612499;117,414035;0,801536;;0,784366;0,01717;-0,767196
3061;117,414035;10.120.93.121;199.232.46.248;TCP;55;[TCP Keep-Alive] 60941  >  443 [ACK] Seq=1 Ack=1 Win=256 Len=1;;;;;;;;;;117,414035;117,431205;0,01717;;0,016947;0,000223;-0,016724
3062;117,431205;10.120.93.121;199.232.46.248;TCP;55;[TCP Keep-Alive] 60960  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1;;;;;;;;;;117,431205;117,431428;0,000223;;-0,005045;0,005268;0,010313
3063;117,431428;10.120.93.121;199.232.46.248;TCP;55;[TCP Keep-Alive] 60938  >  443 [ACK] Seq=1 Ack=1 Win=256 Len=1;;;;;;;;;;117,431428;117,436696;0,005268;;-0,012277;0,017545;0,029822
3064;117,436696;199.232.46.248;10.120.93.121;TCP;66;[TCP Keep-Alive ACK] 443  >  60941 [ACK] Seq=1 Ack=2 Win=335 Len=0 SLE=1 SRE=2;;;;;;;;;;117,436696;117,454241;0,017545;;0,017545;0;-0,017545
3065;117,454241;199.232.46.248;10.120.93.121;TCP;66;[TCP Keep-Alive ACK] 443  >  60938 [ACK] Seq=1 Ack=2 Win=337 Len=0 SLE=1 SRE=2;;;;;;;;;;117,454241;117,454241;0;;-0,05969;0,05969;0,11938
3066;117,454241;199.232.46.248;10.120.93.121;TCP;66;[TCP Keep-Alive ACK] 443  >  60960 [ACK] Seq=1 Ack=2 Win=324 Len=0 SLE=1 SRE=2;;;;;;;;;;117,454241;117,513931;0,05969;;0,059462;0,000228;-0,059234
3067;117,513931;10.120.93.121;199.232.46.248;TCP;55;[TCP Keep-Alive] 60961  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1;;;;;;;;;;117,513931;117,514159;0,000228;;0,000077;0,000151;0,000074
3068;117,514159;10.120.93.121;199.232.46.248;TCP;55;[TCP Keep-Alive] 60940  >  443 [ACK] Seq=1 Ack=1 Win=256 Len=1;;;;;;;;;;117,514159;117,51431;0,000151;;-0,023264;0,023415;0,046679
3069;117,51431;10.120.93.121;199.232.46.248;TCP;55;[TCP Keep-Alive] 60939  >  443 [ACK] Seq=1 Ack=1 Win=256 Len=1;;;;;;;;;;117,51431;117,537725;0,023415;;0,019971;0,003444;-0,016527
3070;117,537725;199.232.46.248;10.120.93.121;TCP;66;[TCP Keep-Alive ACK] 443  >  60961 [ACK] Seq=1 Ack=2 Win=319 Len=0 SLE=1 SRE=2;;;;;;;;;;117,537725;117,541169;0,003444;;0,003444;0;-0,003444
3071;117,541169;199.232.46.248;10.120.93.121;TCP;66;[TCP Keep-Alive ACK] 443  >  60939 [ACK] Seq=1 Ack=2 Win=332 Len=0 SLE=1 SRE=2;;;;;;;;;;117,541169;117,541169;0;;-0,673386;0,673386;1,346772
3072;117,541169;199.232.46.248;10.120.93.121;TCP;66;[TCP Keep-Alive ACK] 443  >  60940 [ACK] Seq=1 Ack=2 Win=340 Len=0 SLE=1 SRE=2;;;;;;;;;;117,541169;118,214555;0,673386;;0,673007;0,000379;-0,672628
3073;118,214555;74.125.24.94;10.120.93.121;TLSv1.2;127;Application Data;;;;;;;;;;118,214555;118,214934;0,000379;;-0,027263;0,027642;0,054905
3074;118,214934;10.120.93.121;74.125.24.94;TCP;54;60997  >  443 [FIN, ACK] Seq=2 Ack=74 Win=256 Len=0;;;;;;;;;;118,214934;118,242576;0,027642;;0,027528;0,000114;-0,027414
3075;118,242576;74.125.24.94;10.120.93.121;TCP;60;443  >  60997 [FIN, ACK] Seq=74 Ack=3 Win=269 Len=0;;;;;;;;;;118,242576;118,24269;0,000114;;-1,025761;1,025875;2,051636
3076;118,24269;10.120.93.121;74.125.24.94;TCP;54;60997  >  443 [ACK] Seq=3 Ack=75 Win=256 Len=0;;;;;;;;;;118,24269;119,268565;1,025875;;1,010459;0,015416;-0,995043
3077;119,268565;10.120.93.121;118.98.44.100;DNS;84;Standard query 0x7e01 A www.google-analytics.com;;;;;;;;;;119,268565;119,283981;0,015416;;-0,017878;0,033294;0,051172
3078;119,283981;118.98.44.100;10.120.93.121;DNS;224;Standard query response 0x7e01 A www.google-analytics.com CNAME www-google-analytics.l.google.com A 74.125.130.102 A 74.125.130.101 A 74.125.130.139 A 74.125.130.138 A 74.125.130.100 A 74.125.130.113;;;;;;;;;;119,283981;119,317275;0,033294;;0,032601;0,000693;-0,031908
3079;119,317275;10.120.93.121;74.125.130.102;QUIC;1292;Initial, DCID=4e54b774e6728b5f, PKN: 1, PADDING, CRYPTO, PADDING, PING, PADDING, CRYPTO, PING, PADDING, CRYPTO;;;;;;;;;;119,317275;119,317968;0,000693;;-0,03523;0,035923;0,071153
3080;119,317968;10.120.93.121;74.125.130.102;QUIC;116;0-RTT, DCID=4e54b774e6728b5f;;;;;;;;;;119,317968;119,353891;0,035923;;0,035923;0;-0,035923
3081;119,353891;74.125.130.102;10.120.93.121;QUIC;1292;Protected Payload (KP0);;;;;;;;;;119,353891;119,353891;0;;-0,02019;0,02019;0,04038
3082;119,353891;74.125.130.102;10.120.93.121;QUIC;664;Protected Payload (KP0);;;;;;;;;;119,353891;119,374081;0,02019;;0,014793;0,005397;-0,009396
3083;119,374081;74.125.130.102;10.120.93.121;QUIC;68;Protected Payload (KP0);;;;;;;;;;119,374081;119,379478;0,005397;;0,004997;0,0004;-0,004597
3084;119,379478;10.120.93.121;74.125.130.102;QUIC;121;Handshake, DCID=4e54b774e6728b5f;;;;;;;;;;119,379478;119,379878;0,0004;;-0,000164;0,000564;0,000728
3085;119,379878;10.120.93.121;74.125.130.102;QUIC;75;Protected Payload (KP0), DCID=4e54b774e6728b5f;;;;;;;;;;119,379878;119,380442;0,000564;;-0,023153;0,023717;0,04687
3086;119,380442;10.120.93.121;74.125.130.102;QUIC;1087;Protected Payload (KP0), DCID=4e54b774e6728b5f;;;;;;;;;;119,380442;119,404159;0,023717;;0,02355;0,000167;-0,023383
3087;119,404159;74.125.130.102;10.120.93.121;QUIC;134;Protected Payload (KP0);;;;;;;;;;119,404159;119,404326;0,000167;;0,000167;0;-0,000167
3088;119,404326;74.125.130.102;10.120.93.121;QUIC;71;Protected Payload (KP0);;;;;;;;;;119,404326;119,404326;0;;0;0;0
3089;119,404326;74.125.130.102;10.120.93.121;QUIC;409;Protected Payload (KP0);;;;;;;;;;119,404326;119,404326;0;;-0,000631;0,000631;0,001262
3090;119,404326;74.125.130.102;10.120.93.121;QUIC;67;Protected Payload (KP0);;;;;;;;;;119,404326;119,404957;0,000631;;0,000177;0,000454;0,000277
3091;119,404957;10.120.93.121;74.125.130.102;QUIC;76;Protected Payload (KP0), DCID=4e54b774e6728b5f;;;;;;;;;;119,404957;119,405411;0,000454;;-0,02796;0,028414;0,056374
3092;119,405411;10.120.93.121;74.125.130.102;QUIC;77;Protected Payload (KP0), DCID=4e54b774e6728b5f;;;;;;;;;;119,405411;119,433825;0,028414;;0,009465;0,018949;0,009484
3093;119,433825;10.120.93.121;74.125.130.102;QUIC;75;Protected Payload (KP0), DCID=4e54b774e6728b5f;;;;;;;;;;119,433825;119,452774;0,018949;;-0,164746;0,183695;0,348441
3094;119,452774;74.125.130.102;10.120.93.121;QUIC;67;Protected Payload (KP0);;;;;;;;;;119,452774;119,636469;0,183695;;0,166285;0,01741;-0,148875
3095;119,636469;10.120.93.121;118.98.44.100;DNS;76;Standard query 0xba72 A www.facebook.com;;;;;;;;;;119,636469;119,653879;0,01741;;0,017253;0,000157;-0,017096
3096;119,653879;10.120.93.121;199.232.46.248;TCP;55;[TCP Keep-Alive] 61017  >  443 [ACK] Seq=1 Ack=1 Win=252 Len=1;;;;;;;;;;119,653879;119,654036;0,000157;;-0,000879;0,001036;0,001915
3097;119,654036;118.98.44.100;10.120.93.121;DNS;121;Standard query response 0xba72 A www.facebook.com CNAME star-mini.c10r.facebook.com A 157.240.217.35;;;;;;;;;;119,654036;119,655072;0,001036;;0,000771;0,000265;-0,000506
3098;119,655072;10.120.93.121;35.186.224.13;TLSv1.2;137;Application Data;;;;;;;;;;119,655072;119,655337;0,000265;;0,000182;8,30E-05;-0,000099
3099;119,655337;10.120.93.121;35.186.224.13;TLSv1.2;93;Application Data;;;;;;;;;;119,655337;119,65542;8,30E-05;;-0,004692;0,004775;0,009467
3100;119,65542;10.120.93.121;35.186.224.13;TLSv1.2;856;Application Data;;;;;;;;;;119,65542;119,660195;0,004775;;0,004166;0,000609;-0,003557
3101;119,660195;10.120.93.121;157.240.217.35;QUIC;1292;Initial, DCID=cea65f6006b1bc5f, PKN: 1, PADDING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PADDING, CRYPTO, PADDING, CRYPTO, CRYPTO, PADDING, CRYPTO, PADDING, CRYPTO, PADDING;;;;;;;;;;119,660195;119,660804;0,000609;;-0,000154;0,000763;0,000917
3102;119,660804;10.120.93.121;157.240.217.35;QUIC;115;0-RTT, DCID=cea65f6006b1bc5f;;;;;;;;;;119,660804;119,661567;0,000763;;-0,015916;0,016679;0,032595
3103;119,661567;10.120.93.121;157.240.217.35;QUIC;734;0-RTT, DCID=cea65f6006b1bc5f;;;;;;;;;;119,661567;119,678246;0,016679;;0,010979;0,0057;-0,005279
3104;119,678246;199.232.46.248;10.120.93.121;TCP;66;[TCP Keep-Alive ACK] 443  >  61017 [ACK] Seq=1 Ack=2 Win=290 Len=0 SLE=1 SRE=2;;;;;;;;;;119,678246;119,683946;0,0057;;0,0057;0;-0,0057
3105;119,683946;35.186.224.13;10.120.93.121;TCP;60;443  >  60932 [ACK] Seq=3918 Ack=705 Win=1603 Len=0;;;;;;;;;;119,683946;119,683946;0;;0;0;0
3106;119,683946;35.186.224.13;10.120.93.121;TCP;60;443  >  60932 [ACK] Seq=3918 Ack=744 Win=1603 Len=0;;;;;;;;;;119,683946;119,683946;0;;-0,000152;0,000152;0,000304
3107;119,683946;35.186.224.13;10.120.93.121;TCP;60;443  >  60932 [ACK] Seq=3918 Ack=1546 Win=1614 Len=0;;;;;;;;;;119,683946;119,684098;0,000152;;-0,003527;0,003679;0,007206
3108;119,684098;35.186.224.13;10.120.93.121;TLSv1.2;93;Application Data;;;;;;;;;;119,684098;119,687777;0,003679;;0,003017;0,000662;-0,002355
3109;119,687777;10.120.93.121;142.251.10.156;QUIC;1292;Initial, DCID=71d31ee77964a913, PKN: 1, PING, PADDING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PADDING, CRYPTO, CRYPTO, PADDING, CRYPTO, PADDING;;;;;;;;;;119,687777;119,688439;0,000662;;-0,002982;0,003644;0,006626
3110;119,688439;10.120.93.121;142.251.10.156;QUIC;122;0-RTT, DCID=71d31ee77964a913;;;;;;;;;;119,688439;119,692083;0,003644;;0,00345;0,000194;-0,003256
3111;119,692083;157.240.217.35;10.120.93.121;QUIC;1274;Initial, SCID=7de08e188189bcc2, PKN: 1931698, ACK, PADDING;;;;;;;;;;119,692083;119,692277;0,000194;;0,000194;0;-0,000194
3112;119,692277;157.240.217.35;10.120.93.121;QUIC;1274;Initial, SCID=7de08e188189bcc2, PKN: 1931699, CRYPTO, PADDING;;;;;;;;;;119,692277;119,692277;0;;0;0;0
3113;119,692277;157.240.217.35;10.120.93.121;QUIC;228;Handshake, SCID=7de08e188189bcc2;;;;;;;;;;119,692277;119,692277;0;;0;0;0
3114;119,692277;157.240.217.35;10.120.93.121;QUIC;68;Protected Payload (KP0);;;;;;;;;;119,692277;119,692277;0;;0;0;0
3115;119,692277;157.240.217.35;10.120.93.121;QUIC;97;Protected Payload (KP0);;;;;;;;;;119,692277;119,692277;0;;-0,000114;0,000114;0,000228
3116;119,692277;157.240.217.35;10.120.93.121;QUIC;73;Protected Payload (KP0);;;;;;;;;;119,692277;119,692391;0,000114;;-0,00115;0,001264;0,002414
3117;119,692391;157.240.217.35;10.120.93.121;QUIC;369;Protected Payload (KP0);;;;;;;;;;119,692391;119,693655;0,001264;;0,000754;0,00051;-0,000244
3118;119,693655;10.120.93.121;157.240.217.35;QUIC;123;Handshake, DCID=7de08e188189bcc2;;;;;;;;;;119,693655;119,694165;0,00051;;0,000216;0,000294;7,80E-05
3119;119,694165;10.120.93.121;157.240.217.35;QUIC;76;Protected Payload (KP0), DCID=7de08e188189bcc2;;;;;;;;;;119,694165;119,694459;0,000294;;-0,01818;0,018474;0,036654
3120;119,694459;10.120.93.121;157.240.217.35;QUIC;80;Protected Payload (KP0), DCID=7de08e188189bcc2;;;;;;;;;;119,694459;119,712933;0,018474;;0,018474;0;-0,018474
3121;119,712933;142.251.10.156;10.120.93.121;QUIC;1292;Protected Payload (KP0);;;;;;;;;;119,712933;119,712933;0;;-0,001198;0,001198;0,002396
3122;119,712933;142.251.10.156;10.120.93.121;QUIC;664;Protected Payload (KP0);;;;;;;;;;119,712933;119,714131;0,001198;;0,00084;0,000358;-0,000482
3123;119,714131;10.120.93.121;142.251.10.156;QUIC;121;Handshake, DCID=71d31ee77964a913;;;;;;;;;;119,714131;119,714489;0,000358;;-0,001061;0,001419;0,00248
3124;119,714489;10.120.93.121;142.251.10.156;QUIC;75;Protected Payload (KP0), DCID=71d31ee77964a913;;;;;;;;;;119,714489;119,715908;0,001419;;-0,006727;0,008146;0,014873
3125;119,715908;10.120.93.121;142.251.10.156;QUIC;690;Protected Payload (KP0), DCID=71d31ee77964a913;;;;;;;;;;119,715908;119,724054;0,008146;;0,007828;0,000318;-0,00751
3126;119,724054;157.240.217.35;10.120.93.121;QUIC;81;Handshake, SCID=7de08e188189bcc2;;;;;;;;;;119,724054;119,724372;0,000318;;0,000318;0;-0,000318
3127;119,724372;157.240.217.35;10.120.93.121;QUIC;125;Protected Payload (KP0);;;;;;;;;;119,724372;119,724372;0;;-0,001307;0,001307;0,002614
3128;119,724372;157.240.217.35;10.120.93.121;QUIC;288;Protected Payload (KP0);;;;;;;;;;119,724372;119,725679;0,001307;;-0,007063;0,00837;0,015433
